format	excluded	sequence_id	source_name	gb_gi_number	gb_primary_accession	gb_accession_version	gb_locus	gb_length	gb_lab_construct	gb_organism	gb_isolate	gb_taxonomy	gb_host	gb_country	gb_collection_year	gb_collection_month	gb_collection_month_day	gb_create_date	gb_update_date	gb_serotype	gb_topotype	sample_type	place_sampled	tissue_sampled	passage_history	passage_cells
GENBANK_XML	no	GQ506538	ncbi-curated	297655643	GQ506538	GQ506538.1	GQ506538	2772	NULL	Bluetongue virus	USA2006/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	USA	2006	OCT	11	13/06/2010	13/06/2010	6	NULL	field	Okeechobee county, Florida	blood	E1BHK4	Mammalian
GENBANK_XML	no	GQ506539	ncbi-curated	297655645	GQ506539	GQ506539.1	GQ506539	1981	NULL	Bluetongue virus	USA2006/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	USA	2006	OCT	11	13/06/2010	13/06/2010	6	NULL	field	Okeechobee county, Florida	blood	E1BHK4	Mammalian
GENBANK_XML	no	GQ506540	ncbi-curated	297655647	GQ506540	GQ506540.1	GQ506540	1769	NULL	Bluetongue virus	USA2006/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	USA	2006	OCT	11	13/06/2010	13/06/2010	6	NULL	field	Okeechobee county, Florida	blood	E1BHK4	Mammalian
GENBANK_XML	no	GQ506541	ncbi-curated	297655649	GQ506541	GQ506541.1	GQ506541	1637	NULL	Bluetongue virus	USA2006/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	USA	2006	OCT	11	13/06/2010	13/06/2010	6	NULL	field	Okeechobee county, Florida	blood	E1BHK4	Mammalian
GENBANK_XML	no	GQ506542	ncbi-curated	297655651	GQ506542	GQ506542.1	GQ506542	1157	NULL	Bluetongue virus	USA2006/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	USA	2006	OCT	11	13/06/2010	13/06/2010	6	NULL	field	Okeechobee county, Florida	blood	E1BHK4	Mammalian
GENBANK_XML	no	GQ506543	ncbi-curated	297655653	GQ506543	GQ506543.1	GQ506543	1125	NULL	Bluetongue virus	USA2006/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	USA	2006	OCT	11	13/06/2010	13/06/2010	6	NULL	field	Okeechobee county, Florida	blood	E1BHK4	Mammalian
GENBANK_XML	no	GQ506544	ncbi-curated	297655655	GQ506544	GQ506544.1	GQ506544	1046	NULL	Bluetongue virus	USA2006/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	USA	2006	OCT	11	13/06/2010	13/06/2010	6	NULL	field	Okeechobee county, Florida	blood	E1BHK4	Mammalian
GENBANK_XML	no	GQ506545	ncbi-curated	297655657	GQ506545	GQ506545.1	GQ506545	822	NULL	Bluetongue virus	USA2006/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	USA	2006	OCT	11	13/06/2010	13/06/2010	6	NULL	field	Okeechobee county, Florida	blood	E1BHK4	Mammalian
GENBANK_XML	no	GQ982522	ncbi-curated	261871692	GQ982522	GQ982522.1	GQ982522	3909	NULL	Bluetongue virus	TOV	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Capra hircus	Switzerland	2007	DEC	14	27/10/2009	27/10/2009	25	NULL	field	Toggenburg	blood	NULL	NULL
GENBANK_XML	no	GQ982523	ncbi-curated	261871694	GQ982523	GQ982523.1	GQ982523	2706	NULL	Bluetongue virus	TOV	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Capra hircus	Switzerland	2007	DEC	14	27/10/2009	27/10/2009	25	NULL	field	Toggenburg	blood	NULL	NULL
GENBANK_XML	no	GQ982524	ncbi-curated	261871696	GQ982524	GQ982524.1	GQ982524	1935	NULL	Bluetongue virus	TOV	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Capra hircus	Switzerland	2007	DEC	14	27/10/2009	27/10/2009	25	NULL	field	Toggenburg	blood	NULL	NULL
GENBANK_XML	no	GU213110	ncbi-curated	270485105	GU213110	GU213110.1	GU213110	728	NULL	Bluetongue virus 2	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	India	2004	SEP	19	15/12/2009	16/12/2009	2	NULL	field	Andhra Pradesh	NULL	NULL	NULL
GENBANK_XML	no	GU390658	ncbi-curated	290775219	GU390658	GU390658.1	GU390658	3944	NULL	Bluetongue virus	BTV12/PT/2003	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Taiwan	2003	MAY	NULL	14/03/2010	08/03/2011	12	NULL	field	Pingtung	blood	E?BHK2	Mammalian
GENBANK_XML	no	GU390659	ncbi-curated	290775221	GU390659	GU390659.1	GU390659	2904	NULL	Bluetongue virus	BTV12/PT/2003	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Taiwan	2003	MAY	NULL	14/03/2010	08/03/2011	12	NULL	field	Pingtung	blood	E?BHK2	Mammalian
GENBANK_XML	no	GU390660	ncbi-curated	290775223	GU390660	GU390660.1	GU390660	2772	NULL	Bluetongue virus	BTV12/PT/2003	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Taiwan	2003	MAY	NULL	14/03/2010	08/03/2011	12	NULL	field	Pingtung	blood	E?BHK2	Mammalian
GENBANK_XML	no	GU390661	ncbi-curated	290775225	GU390661	GU390661.1	GU390661	1981	NULL	Bluetongue virus	BTV12/PT/2003	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Taiwan	2003	MAY	NULL	14/03/2010	08/03/2011	12	NULL	field	Pingtung	blood	E?BHK2	Mammalian
GENBANK_XML	no	GU390662	ncbi-curated	290775227	GU390662	GU390662.1	GU390662	1052	NULL	Bluetongue virus	BTV12/PT/2003	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Taiwan	2003	MAY	NULL	14/03/2010	08/03/2011	12	NULL	field	Pingtung	blood	E?BHK2	Mammalian
GENBANK_XML	no	GU390663	ncbi-curated	290775229	GU390663	GU390663.1	GU390663	1154	NULL	Bluetongue virus	BTV12/PT/2003	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Taiwan	2003	MAY	NULL	14/03/2010	08/03/2011	12	NULL	field	Pingtung	blood	E?BHK2	Mammalian
GENBANK_XML	no	GU390664	ncbi-curated	290775231	GU390664	GU390664.1	GU390664	1763	NULL	Bluetongue virus	BTV12/PT/2003	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Taiwan	2003	MAY	NULL	14/03/2010	08/03/2011	12	NULL	field	Pingtung	blood	E?BHK2	Mammalian
GENBANK_XML	no	GU390665	ncbi-curated	290775233	GU390665	GU390665.1	GU390665	1125	NULL	Bluetongue virus	BTV12/PT/2003	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Taiwan	2003	MAY	NULL	14/03/2010	08/03/2011	12	NULL	field	Pingtung	blood	E?BHK2	Mammalian
GENBANK_XML	no	GU550956	ncbi-curated	320090301	GU550956	GU550956.1	GU550956	2462	NULL	Bluetongue virus	NET2008/04	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Netherlands	2008	SEP	NULL	30/11/2014	30/11/2014	6	NULL	field	Heeten	blood	KC1	Culicoides
GENBANK_XML	no	GU550957	ncbi-curated	320090303	GU550957	GU550957.1	GU550957	2487	NULL	Bluetongue virus	NET2008/06	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Netherlands	2008	SEP	NULL	30/11/2014	30/11/2014	6	NULL	field	Heeten	blood	NULL	NULL
GENBANK_XML	no	GU784864	ncbi-curated	290775235	GU784864	GU784864.1	GU784864	1635	NULL	Bluetongue virus	BTV12/PT/2003	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Taiwan	2003	MAY	NULL	14/03/2010	08/03/2011	12	NULL	field	Pingtung	blood	E?BHK2	Mammalian
GENBANK_XML	no	GU931314	ncbi-curated	291360402	GU931314	GU931314.1	GU931314	640	NULL	Bluetongue virus	ONG-5	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	India	2006	NOV	NULL	28/03/2010	28/03/2010	9	NULL	field	Prakasam-Andhra Pradesh	NULL	BHK?	Mammalian
GENBANK_XML	no	GU931315	ncbi-curated	291360403	GU931315	GU931315.1	GU931315	729	NULL	Bluetongue virus	VJW-64	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	India	2007	OCT	NULL	28/03/2010	28/03/2010	16	NULL	field	Krishna-Andhra Pradesh	NULL	BHK?	Mammalian
GENBANK_XML	no	GU931316	ncbi-curated	291360404	GU931316	GU931316.1	GU931316	675	NULL	Bluetongue virus	7bp	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	India	2009	JUN	NULL	28/03/2010	28/03/2010	16	NULL	field	NULL	NULL	BHK?	Mammalian
GENBANK_XML	no	GU931317	ncbi-curated	291360405	GU931317	GU931317.1	GU931317	731	NULL	Bluetongue virus	Kar-50	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	India	2006	JUN	NULL	28/03/2010	28/03/2010	16	NULL	field	NULL	NULL	BHK?	Mammalian
GENBANK_XML	no	GU931318	ncbi-curated	291360406	GU931318	GU931318.1	GU931318	504	NULL	Bluetongue virus	NLG-3	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	India	2007	NOV	NULL	28/03/2010	28/03/2010	1	NULL	field	Nalgonda-Andhra Pradesh	NULL	BHK?	Mammalian
GENBANK_XML	no	GU954425	ncbi-curated	293618178	GU954425	GU954425.1	GU954425	822	NULL	Bluetongue virus 11	11B09	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	USA	2009	NULL	NULL	10/04/2010	13/07/2012	11	NULL	field	California	blood	BHK?	Mammalian
GENBANK_XML	no	GU954426	ncbi-curated	293618181	GU954426	GU954426.1	GU954426	822	NULL	Bluetongue virus	B09	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	USA	2009	NULL	NULL	10/04/2010	13/07/2012	11	NULL	field	California	blood	BHK?	Mammalian
GENBANK_XML	no	GU954427	ncbi-curated	293618184	GU954427	GU954427.1	GU954427	822	NULL	Bluetongue virus	B09	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	USA	2009	NULL	NULL	10/04/2010	13/07/2012	11	NULL	field	California	colostrum	BHK?	Mammalian
GENBANK_XML	yes	HB412370	ncbi-curated	242319141	HB412370	HB412370.1	HB412370	40	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412371	ncbi-curated	242319142	HB412371	HB412371.1	HB412371	41	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412372	ncbi-curated	242319143	HB412372	HB412372.1	HB412372	41	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412373	ncbi-curated	242319144	HB412373	HB412373.1	HB412373	43	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412374	ncbi-curated	242319145	HB412374	HB412374.1	HB412374	42	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412375	ncbi-curated	242319146	HB412375	HB412375.1	HB412375	22	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412376	ncbi-curated	242319147	HB412376	HB412376.1	HB412376	44	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412377	ncbi-curated	242319148	HB412377	HB412377.1	HB412377	29	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412378	ncbi-curated	242319149	HB412378	HB412378.1	HB412378	25	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412379	ncbi-curated	242319150	HB412379	HB412379.1	HB412379	24	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412380	ncbi-curated	242319151	HB412380	HB412380.1	HB412380	21	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412381	ncbi-curated	242319152	HB412381	HB412381.1	HB412381	45	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412382	ncbi-curated	242319153	HB412382	HB412382.1	HB412382	38	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412383	ncbi-curated	242319154	HB412383	HB412383.1	HB412383	20	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412384	ncbi-curated	242319155	HB412384	HB412384.1	HB412384	53	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412385	ncbi-curated	242319156	HB412385	HB412385.1	HB412385	38	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412386	ncbi-curated	242319157	HB412386	HB412386.1	HB412386	50	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412387	ncbi-curated	242319158	HB412387	HB412387.1	HB412387	23	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412388	ncbi-curated	242319159	HB412388	HB412388.1	HB412388	23	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412389	ncbi-curated	242319160	HB412389	HB412389.1	HB412389	13	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412390	ncbi-curated	242319161	HB412390	HB412390.1	HB412390	30	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412391	ncbi-curated	242319162	HB412391	HB412391.1	HB412391	30	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412392	ncbi-curated	242319163	HB412392	HB412392.1	HB412392	31	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412393	ncbi-curated	242319164	HB412393	HB412393.1	HB412393	31	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB412394	ncbi-curated	242319165	HB412394	HB412394.1	HB412394	28	1	Bluetongue virus	NULL	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	29/06/2009	29/06/2009	NULL	NULL					
GENBANK_XML	yes	HB850374	ncbi-curated	257631005	HB850374	HB850374.1	HB850374	2868	1	Bluetongue virus 17	PATENT	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	09/09/2009	09/09/2009	17	NULL	vaccine				
GENBANK_XML	yes	HB850375	ncbi-curated	257631006	HB850375	HB850375.1	HB850375	1581	1	Bluetongue virus 17	PATENT	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	NULL	NULL	NULL	NULL	09/09/2009	09/09/2009	17	NULL	vaccine				
GENBANK_XML	no	HM014236	ncbi-curated	298364131	HM014236	HM014236.1	HM014236	2940	NULL	Bluetongue virus	MKD 18/India/2008	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Capra hircus	India	2008	JUN	NULL	21/06/2010	17/11/2010	1	NULL	field	Mathura-Uttar Pradesh	blood	BHK?	Mammalian
GENBANK_XML	no	HM590642	ncbi-curated	332002892	HM590642	HM590642.1	HM590642	2929	NULL	Bluetongue virus	KUW2010/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Kuwait	2010	FEB	NULL	08/05/2011	08/05/2011	26	NULL	field	Abdali	blood	E1BHK2	Mammalian
GENBANK_XML	no	HM590643	ncbi-curated	332002894	HM590643	HM590643.1	HM590643	2773	NULL	Bluetongue virus	KUW2010/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Kuwait	2010	FEB	NULL	08/05/2011	08/05/2011	26	NULL	field	Abdali	blood	E1BHK2	Mammalian
GENBANK_XML	no	HM590644	ncbi-curated	332002896	HM590644	HM590644.1	HM590644	1157	NULL	Bluetongue virus	KUW2010/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Kuwait	2010	FEB	NULL	06/11/2011	06/11/2011	26	NULL	field	Abdali	blood	E1BHK2	Mammalian
GENBANK_XML	no	HQ222818	ncbi-curated	315075598	HQ222818	HQ222818.1	HQ222818	2874	NULL	Bluetongue virus	BTV18/06.1	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	France	2006	NULL	NULL	20/12/2010	20/12/2010	18	NULL	field	Martinique	blood	NULL	NULL
GENBANK_XML	no	HQ222819	ncbi-curated	315075600	HQ222819	HQ222819.1	HQ222819	2856	NULL	Bluetongue virus	BTV22/06.1	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	France	2006	NULL	NULL	20/12/2010	20/12/2010	22	NULL	field	Martinique	blood	NULL	NULL
GENBANK_XML	no	HQ222820	ncbi-curated	315075602	HQ222820	HQ222820.1	HQ222820	2889	NULL	Bluetongue virus	BTV2/06.1	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	France	2006	NULL	NULL	20/12/2010	20/12/2010	2	NULL	field	Martinique	blood	NULL	NULL
GENBANK_XML	no	HQ222821	ncbi-curated	315075604	HQ222821	HQ222821.1	HQ222821	2871	NULL	Bluetongue virus	BTV10/06.1 (205)	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	France	2006	NULL	NULL	20/12/2010	20/12/2010	10	NULL	field	Martinique	blood	NULL	NULL
GENBANK_XML	no	HQ222822	ncbi-curated	315075606	HQ222822	HQ222822.1	HQ222822	2868	NULL	Bluetongue virus	BTV17/06.1 (212)	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	France	2006	NULL	NULL	20/12/2010	20/12/2010	17	NULL	field	Martinique	blood	NULL	NULL
GENBANK_XML	no	HQ222823	ncbi-curated	315075608	HQ222823	HQ222823.1	HQ222823	2868	NULL	Bluetongue virus	BTV24/06.1 (127)	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	France	2006	NULL	NULL	20/12/2010	20/12/2010	24	NULL	field	Martinique	blood	NULL	NULL
GENBANK_XML	no	HQ222824	ncbi-curated	315075610	HQ222824	HQ222824.1	HQ222824	2889	NULL	Bluetongue virus	BTV2/09.01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	France	2009	NULL	NULL	20/12/2010	06/03/2012	2	NULL	field	Martinique	blood	NULL	NULL
GENBANK_XML	no	HQ222825	ncbi-curated	315075612	HQ222825	HQ222825.1	HQ222825	2874	NULL	Bluetongue virus	BTV17/10.01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	France	2010	MAY	NULL	20/12/2010	20/12/2010	17	NULL	field	Guadeloupe	blood	NULL	NULL
GENBANK_XML	no	HQ241072	ncbi-curated	315248855	HQ241072	HQ241072.1	HQ241072	2868	NULL	Bluetongue virus	BTV5/10.01 (5119)	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	France	2010	MAY	NULL	25/12/2010	25/12/2010	5	NULL	field	Guadeloupe	blood	NULL	NULL
GENBANK_XML	no	HQ397596	ncbi-curated	311235806	HQ397596	HQ397596.1	HQ397596	132	NULL	Bluetongue virus	CSIRO156	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Australia	1979	NULL	NULL	28/06/2011	28/06/2011	1	NULL	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK1PPV3BHK3V4BHK2BSR1	Mammalian
GENBANK_XML	no	HQ397597	ncbi-curated	311235808	HQ397597	HQ397597.1	HQ397597	132	NULL	Bluetongue virus	DPP192	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Australia	1982	NULL	NULL	28/06/2011	28/06/2011	15	NULL	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK10BSR1	Mammalian
GENBANK_XML	no	HQ397598	ncbi-curated	311235810	HQ397598	HQ397598.1	HQ397598	132	NULL	Bluetongue virus	DPP965	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Australia	1986	NULL	NULL	28/06/2011	28/06/2011	16	NULL	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	E2SV2BSR1	Mammalian
GENBANK_XML	no	HQ397599	ncbi-curated	311235812	HQ397599	HQ397599.1	HQ397599	132	NULL	Bluetongue virus	CSIRO19	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Culicoides sp.	Australia	NULL	NULL	NULL	28/06/2011	28/06/2011	20	NULL	field	NULL	NULL	NULL	NULL
GENBANK_XML	no	HQ397600	ncbi-curated	311235814	HQ397600	HQ397600.1	HQ397600	132	NULL	Bluetongue virus	CSIRO154	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Australia	NULL	NULL	NULL	28/06/2011	28/06/2011	21	NULL	field	NULL	NULL	NULL	NULL
GENBANK_XML	no	HQ397601	ncbi-curated	311235816	HQ397601	HQ397601.1	HQ397601	132	NULL	Bluetongue virus	DPP90	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Australia	NULL	NULL	NULL	28/06/2011	28/06/2011	23	NULL	field	NULL	NULL	NULL	NULL
GENBANK_XML	no	HQ397602	ncbi-curated	311235818	HQ397602	HQ397602.1	HQ397602	132	NULL	Bluetongue virus	DPP973	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Australia	1986	NULL	NULL	28/06/2011	28/06/2011	3	NULL	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	E1SHEEP2E1BHK4	Mammalian
GENBANK_XML	no	HQ397603	ncbi-curated	311235820	HQ397603	HQ397603.1	HQ397603	132	NULL	Bluetongue virus	DPP6963	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Australia	NULL	NULL	NULL	28/06/2011	28/06/2011	7	NULL	field	NULL	NULL	NULL	NULL
GENBANK_XML	no	HQ397604	ncbi-curated	311235822	HQ397604	HQ397604.1	HQ397604	132	NULL	Bluetongue virus	DP0836	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Australia	NULL	NULL	NULL	28/06/2011	28/06/2011	9	NULL	field	NULL	NULL	NULL	NULL
GENBANK_XML	no	HQ397605	ncbi-curated	311235824	HQ397605	HQ397605.1	HQ397605	132	NULL	Bluetongue virus	DPP5884	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Australia	NULL	NULL	NULL	28/06/2011	28/06/2011	NULL	NULL	field	NULL	NULL	NULL	NULL
GENBANK_XML	no	HQ397606	ncbi-curated	311235826	HQ397606	HQ397606.1	HQ397606	132	NULL	Bluetongue virus	DPP4444	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Australia	NULL	NULL	NULL	28/06/2011	28/06/2011	NULL	NULL	field	NULL	NULL	NULL	NULL
GENBANK_XML	no	HQ397607	ncbi-curated	311235828	HQ397607	HQ397607.1	HQ397607	132	NULL	Bluetongue virus	DPP7152	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Australia	NULL	NULL	NULL	28/06/2011	28/06/2011	NULL	NULL	field	NULL	NULL	NULL	NULL
